subsite_store,shipment_state,total,currency,bill_city,bill_zipcode,bill_country_iso_name,quantity,completed_year,completed_month,completed_day
Klippkungen,shipped,168.0,SEK,Strängnäs,645 91,SE,1,2020,6,18
Klippkungen,shipped,517.0,NOK,Egersund,4373,NO,1,2020,6,20
Klippkungen,shipped,759.0,NOK,Kråkerøy,1679,NO,1,2020,6,20
Klippkungen,shipped,715.0,SEK,Västerås,72592,SE,1,2020,6,20
Klippkungen,shipped,934.0,SEK,Jönköping,555 94,SE,1,2020,6,20
Klippkungen,shipped,934.0,SEK,Jönköping,555 94,SE,1,2020,6,20
Klippkungen,shipped,911.0,NOK,Snertingdal,2838,NO,3,2020,6,21
Klippkungen,shipped,545.0,SEK,utö,130 56,SE,1,2020,6,21
Klippkungen,shipped,646.3,NOK,Kristiansand S,4633,NO,1,2020,6,21
Klippkungen,shipped,335.0,SEK,Vinslöv,288 34,SE,1,2020,6,21
Klippkungen,shipped,620.0,SEK,Kungsängen,196 34,SE,1,2020,6,21
Klippkungen,ready,522.0,SEK,Trelleborg,231 63,SE,1,2020,6,22
Klippkungen,shipped,31.85,EUR,Lohja,08700,FI,1,2020,6,22
Klippkungen,ready,967.0,SEK,Möja,130 43,SE,1,2020,6,22
Klippkungen,shipped,426.0,SEK,Sollentuna,191 64,SE,1,2020,6,29
Klippkungen,shipped,377.0,SEK,Laholm,312 32,SE,1,2020,6,24
Klippkungen,shipped,604.0,SEK,Orsa,794 31,SE,1,2020,6,28
Klippkungen,shipped,332.0,SEK,Huskvarna,561 36,SE,1,2020,6,25
Klippkungen,shipped,1015.04,NOK,Alsvåg,8432,NO,1,2020,6,24
Klippkungen,shipped,475.0,SEK,Skutskär,814 40,SE,1,2020,6,24
Klippkungen,shipped,4390.0,SEK,Malmö,215 32,SE,1,2020,6,24
Klippkungen,shipped,853.0,SEK,Osby,283 34,SE,1,2020,6,29
Klippkungen,shipped,868.98,NOK,Oslo,1063,NO,1,2020,6,25
Klippkungen,shipped,584.0,SEK,Ljungby,341 41,SE,1,2020,6,28
Klippkungen,shipped,1406.8,SEK,Älvsbyn,94293,SE,1,2020,6,25
Klippkungen,shipped,491.0,SEK,Forsheda,331 71,SE,1,2020,7,1
Klippkungen,shipped,2047.0,SEK,Bollnäs,821 50,SE,1,2020,6,27
Klippkungen,shipped,317.0,SEK,Glumslöv,261 62,SE,1,2020,6,29
Klippkungen,shipped,576.0,SEK,Kvidinge,265 71,SE,1,2020,6,28
Klippkungen,shipped,1538.0,SEK,Unnaryd,31451,SE,1,2020,7,1
Klippkungen,shipped,1024.0,SEK,Hällefors,712 91,SE,1,2020,6,28
Klippkungen,shipped,1262.01,NOK,Gol,3550,NO,1,2020,6,28
Klippkungen,shipped,478.0,SEK,Järfälla,175 46,SE,1,2020,6,29
Klippkungen,shipped,478.0,SEK,Järfälla,175 46,SE,1,2020,6,29
Klippkungen,shipped,986.0,SEK,Gusum,615 72,SE,1,2020,6,29
Klippkungen,shipped,476.0,SEK,Skelleftehamn,932 32,SE,1,2020,6,30
Klippkungen,shipped,233.0,SEK,Dalstorp,514 60,SE,1,2020,6,29
Klippkungen,shipped,753.0,SEK,Köping,731 95,SE,1,2020,6,30
Klippkungen,shipped,514.0,SEK,Ängelholm,262 37,SE,1,2020,6,30
Klippkungen,shipped,514.0,SEK,Ängelholm,262 37,SE,1,2020,6,30
Klippkungen,shipped,546.0,SEK,Risögrund,952 70,SE,1,2020,6,30
Klippkungen,shipped,386.0,SEK,Åtvidaberg,597 96,SE,1,2020,6,30
Klippkungen,shipped,235.0,SEK,Lidköping,531 38,SE,1,2020,7,1
Klippkungen,shipped,257.0,SEK,Skruv,365 94,SE,1,2020,7,6
Klippkungen,shipped,753.0,SEK,Ekerö,178 90,SE,1,2020,7,1
Klippkungen,shipped,728.0,SEK,Genevad,312 40,SE,1,2020,7,1
Klippkungen,shipped,267.0,SEK,Sörberge,861 43,SE,1,2020,7,1
Klippkungen,shipped,316.0,SEK,Getinge,305 75,SE,1,2020,7,2
Klippkungen,shipped,618.0,SEK,Falkenberg,311 74,SE,1,2020,7,2
Klippkungen,shipped,287.0,SEK,Junsele,880 37,SE,2,2020,7,2
Klippkungen,shipped,2168.0,NOK,Arendal,4844,NO,1,2020,7,2
Klippkungen,shipped,382.0,SEK,Bjurholm,916 93,SE,1,2020,7,7
Klippkungen,shipped,628.0,SEK,Vallentuna,186 91,SE,1,2020,7,3
Klippkungen,shipped,1609.26,SEK,Asarum,374 91,SE,1,2020,7,3
Klippkungen,shipped,1031.01,NOK,Hunndalen,2827,NO,1,2020,7,3
Klippkungen,shipped,1861.0,SEK,Kode,442 96,SE,1,2020,7,6
Klippkungen,shipped,385.0,SEK,Gävle,806 48,SE,1,2020,7,8
Klippkungen,shipped,535.0,SEK,Helsingborg,256 61,SE,1,2020,7,4
Klippkungen,shipped,337.0,SEK,Norrtälje,761 97,SE,1,2020,7,4
Klippkungen,shipped,690.0,SEK,Ösmo,148 33,SE,1,2020,7,4
Klippkungen,shipped,445.0,SEK,Valbo,818 32,SE,1,2020,7,5
Klippkungen,shipped,865.0,SEK,Bastuträsk,930 61,SE,1,2020,7,8
Klippkungen,shipped,513.0,SEK,Mariestad,542 75,SE,1,2020,7,5
Klippkungen,shipped,666.0,SEK,Kälarne,844 61,SE,1,2020,7,10
Klippkungen,shipped,794.0,SEK,Skellefteå,931 97,SE,1,2020,7,5
Klippkungen,shipped,1409.0,SEK,Värmdö,139 32,SE,1,2020,7,6
Klippkungen,shipped,55.98,EUR,Maalahti,66100,FI,1,2020,7,16
Klippkungen,shipped,734.99,NOK,Vikebukt,6392,NO,1,2020,7,6
Klippkungen,shipped,1095.0,SEK,Aplared,516 96,SE,1,2020,7,7
Klippkungen,shipped,465.0,SEK,Älvdalen,796 91,SE,1,2020,7,7
Klippkungen,shipped,473.8,SEK,Åby,616 30,SE,1,2020,7,7
Klippkungen,shipped,376.9,SEK,Huddinge,141 92,SE,1,2020,7,7
Klippkungen,shipped,1898.0,SEK,Järfälla,175 63,SE,1,2020,7,7
Klippkungen,shipped,546.0,SEK,Östra Ryd,614 96,SE,1,2020,7,7
Klippkungen,shipped,959.0,SEK,Linköping,585 97,SE,1,2020,7,7
Klippkungen,shipped,376.0,SEK,Hjo,544 93,SE,1,2020,7,7
Klippkungen,shipped,495.0,SEK,Löberöd,241 61,SE,1,2020,7,9
Klippkungen,shipped,534.0,SEK,Bredaryd,33373,SE,1,2020,7,8
Klippkungen,shipped,1168.99,NOK,Tau,4120,NO,1,2020,7,8
Klippkungen,shipped,431.0,SEK,Borlänge,784 31,SE,1,2020,7,9
Klippkungen,shipped,54.62,EUR,Pori,28760,FI,1,2020,7,9
Klippkungen,shipped,346.0,SEK,Gustafs,781 60,SE,1,2020,7,20
Klippkungen,shipped,1015.0,NOK,Kristiansand S,4639,NO,1,2020,7,9
Klippkungen,shipped,33.77,EUR,Pensala,66840,FI,1,2020,7,13
Klippkungen,shipped,287.0,SEK,Ingatorp,575 97,SE,1,2020,7,13
Klippkungen,ready,208.63,EUR,Ytteresse,68810,FI,1,2020,7,10
Klippkungen,shipped,1641.5,SEK,Skelleftehamn,932 33,SE,1,2020,7,10
Klippkungen,shipped,500.0,DKK,Skagen,9990,DK,1,2020,7,10
Klippkungen,shipped,1435.0,NOK,Spongdal,7074,NO,1,2020,7,10
Klippkungen,shipped,720.8,SEK,Söderfors,815 75,SE,1,2020,7,11
Klippkungen,shipped,694.0,SEK,Månstad,514 53,SE,1,2020,7,11
Klippkungen,ready,995.0,SEK,Sölvesborg,294 93,SE,1,2020,7,13
Klippkungen,shipped,298.0,NOK,Risøyhamn,8493,NO,1,2020,7,12
Klippkungen,shipped,515.0,SEK,Mariestad,542 32,SE,1,2020,7,22
Klippkungen,shipped,60.95,EUR,Maalahti,66100,FI,1,2020,7,13
Klippkungen,shipped,396.0,SEK,Genarp,247 99,SE,1,2020,7,13
Klippkungen,shipped,426.0,SEK,Transtrand,780 68,SE,1,2020,7,13
Klippkungen,shipped,356.0,SEK,Falun,791 92,SE,1,2020,7,14
Klippkungen,shipped,373.0,DKK,Grenaa,8500,DK,2,2020,7,14
Klippkungen,shipped,1227.0,SEK,Skärplinge,819 61,SE,1,2020,7,14
Klippkungen,shipped,1101.0,SEK,Virestad,343 73,SE,1,2020,7,14
Klippkungen,shipped,1034.0,SEK,Sturkö,373 62,SE,1,2020,7,14
Klippkungen,shipped,477.0,SEK,Mölndal,431 35,SE,1,2020,7,14
Klippkungen,shipped,476.0,SEK,Göteborg,415 23,SE,1,2020,7,14
Klippkungen,shipped,521.0,SEK,Södertälje,152 71,SE,1,2020,7,15
Klippkungen,shipped,592.0,SEK,Eskilstuna,633 41,SE,1,2020,7,15
Klippkungen,shipped,257.0,SEK,Bräkne-Hoby,37260,SE,1,2020,7,15
Klippkungen,shipped,852.0,SEK,Gällivare,982 34,SE,1,2020,7,23
Klippkungen,shipped,303.0,SEK,Klintehamn,623 77,SE,1,2020,7,21
Klippkungen,shipped,1024.01,NOK,Brumunddal,2387,NO,1,2020,7,16
Klippkungen,shipped,873.0,SEK,Stånga,623 48,SE,1,2020,7,18
Klippkungen,shipped,840.0,SEK,Blidö,760 17,SE,1,2020,7,17
Klippkungen,shipped,983.0,SEK,Tving,373 39,SE,1,2020,7,18
Klippkungen,shipped,666.0,SEK,Gustavsberg,134 41,SE,1,2020,7,18
Klippkungen,shipped,1042.0,SEK,Rättvik,795 90,SE,1,2020,7,20
Klippkungen,shipped,774.0,SEK,Kristinehamn,681 38,SE,1,2020,7,21
Klippkungen,shipped,1237.0,SEK,Skultuna,726 30,SE,1,2020,7,20
Klippkungen,ready,3121.0,SEK,Knislinge,289 31,SE,1,2020,7,20
Klippkungen,ready,979.0,SEK,Bua,432 64,SE,1,2020,7,20
Klippkungen,shipped,287.0,SEK,Norrköping,602 42,SE,1,2020,7,20
Klippkungen,ready,1074.98,NOK,Gran,2750,NO,1,2020,7,20
Klippkungen,ready,366.0,SEK,Munkfors,684 31,SE,1,2020,7,20
Klippkungen,shipped,525.0,SEK,Eksjö,575 36,SE,1,2020,7,21
Klippkungen,shipped,516.0,SEK,Furudal,790 70,SE,1,2020,7,21
Klippkungen,shipped,506.0,SEK,Kramfors,872 31,SE,1,2020,7,22
Klippkungen,shipped,630.0,SEK,Löddeköpinge,246 34,SE,1,2020,7,23
Klippkungen,shipped,1128.0,SEK,Tandsbyn,834 99,SE,1,2020,7,23
Klippkungen,shipped,864.0,SEK,Linköping,582 55,SE,1,2020,7,24
Klippkungen,shipped,525.0,SEK,Stenhamra,179 61,SE,1,2020,7,25
Klippkungen,shipped,970.0,SEK,Nusnäs,792 77,SE,1,2020,7,25
Klippkungen,shipped,536.0,SEK,Göteborg,414 75,SE,1,2020,7,26
Klippkungen,shipped,288.0,SEK,Huddinge,141 92,SE,1,2020,7,26
Klippkungen,shipped,1123.0,SEK,Hällefors,712 30,SE,2,2020,7,26
Klippkungen,shipped,377.0,SEK,Ekolsund,749 50,SE,1,2020,7,26
Klippkungen,shipped,760.98,NOK,Tverlandet,8050,NO,1,2020,7,26
Klippkungen,shipped,975.0,SEK,Västra Frölunda,426 51,SE,1,2020,7,27
Klippkungen,shipped,237.0,SEK,Norsborg,145 70,SE,1,2020,7,27
Klippkungen,shipped,297.0,SEK,Lindesberg,711 36,SE,1,2020,7,28
Klippkungen,shipped,596.0,SEK,Sala,733 35,SE,1,2020,7,30
Klippkungen,shipped,526.8,SEK,Skurup,274 31,SE,1,2020,8,10
Klippkungen,shipped,1077.0,SEK,Brottby,186 70,SE,1,2020,7,29
Klippkungen,shipped,496.0,SEK,Karl Gustav,432 69,SE,1,2020,7,29
Klippkungen,shipped,496.0,SEK,Karl Gustav,432 69,SE,1,2020,7,29
Klippkungen,shipped,665.0,SEK,Linköping,582 27,SE,1,2020,7,30
Klippkungen,shipped,665.0,SEK,Linköping,582 27,SE,1,2020,7,30
Klippkungen,shipped,654.0,SEK,Köping,731 95,SE,1,2020,7,29
Klippkungen,shipped,654.0,SEK,Köping,731 95,SE,1,2020,7,29
Klippkungen,shipped,635.0,SEK,Stockholm,11534,SE,1,2020,7,30
Klippkungen,shipped,496.0,SEK,Lerum,443 31,SE,1,2020,7,29
Klippkungen,shipped,496.0,SEK,Lerum,443 31,SE,1,2020,7,29
Klippkungen,shipped,496.0,SEK,Lerum,443 31,SE,1,2020,7,29
Klippkungen,shipped,637.0,SEK,Kungsängen,19635,SE,1,2020,7,29
Klippkungen,shipped,728.0,SEK,Hoting,833 59,SE,1,2020,8,5
Klippkungen,shipped,297.0,SEK,Nyköping,611 55,SE,1,2020,7,31
Klippkungen,shipped,794.0,SEK,Gällö,843 94,SE,1,2020,7,31
Klippkungen,shipped,286.9,SEK,Ronneby,372 32,SE,1,2020,8,1
Klippkungen,shipped,1054.0,NOK,Oslo,0686,NO,2,2020,8,10
Klippkungen,shipped,1076.99,NOK,Sistranda,7260,NO,1,2020,8,6
Klippkungen,shipped,595.0,SEK,Tenhult,561 63,SE,1,2020,8,4
Klippkungen,shipped,1416.02,NOK,Fannrem,7320,NO,1,2020,8,4
Klippkungen,shipped,504.0,SEK,Edsbyn,828 32,SE,1,2020,8,6
Klippkungen,ready,982.0,SEK,Skellefteå,931 63,SE,1,2020,8,9
Klippkungen,shipped,720.0,SEK,Bollnäs,821 92,SE,1,2020,8,6
Klippkungen,shipped,670.0,SEK,Halmstad,302 20,SE,1,2020,8,6
Klippkungen,shipped,198.0,SEK,Trollhättan,461 33,SE,1,2020,8,6
Klippkungen,shipped,198.0,SEK,Ringarum,615 74,SE,1,2020,8,6
Klippkungen,shipped,346.0,SEK,Säffle,661 31,SE,1,2020,8,6
Klippkungen,shipped,90.43,EUR,Harrström,66290,FI,1,2020,8,6
Klippkungen,shipped,85.18,EUR,Vähäkyrö,66500,FI,1,2020,8,6
Klippkungen,shipped,956.0,NOK,Hauglandshella,5310,NO,1,2020,8,7
Klippkungen,shipped,674.0,SEK,Gällö,843 94,SE,1,2020,8,6
Klippkungen,shipped,674.0,SEK,Gällö,843 94,SE,1,2020,8,6
Klippkungen,shipped,168.0,SEK,Mariestad,542 92,SE,1,2020,8,14
Klippkungen,shipped,438.0,SEK,Piteå,941 43,SE,1,2020,8,10
Klippkungen,shipped,436.0,SEK,Malmö,212 36,SE,1,2020,8,10
Klippkungen,shipped,672.0,SEK,Alfta,822 92,SE,1,2020,8,10
Klippkungen,shipped,510.0,SEK,Finspång,612 34,SE,1,2020,8,9
Klippkungen,shipped,677.0,SEK,Årsta,120 39,SE,1,2020,8,10
Klippkungen,shipped,378.0,SEK,Sölvesborg,294 93,SE,1,2020,8,10
Klippkungen,shipped,297.0,SEK,Vimmerby,598 36,SE,1,2020,8,10
Klippkungen,shipped,927.0,SEK,Bollnäs,821 51,SE,1,2020,8,11
Klippkungen,shipped,387.0,SEK,Karlskoga,691 35,SE,1,2020,8,11
Klippkungen,shipped,506.0,SEK,Umeå,903 63,SE,1,2020,8,10
Klippkungen,shipped,531.0,NOK,Ostereidet,5993,NO,1,2020,8,10
Klippkungen,shipped,685.0,SEK,Karlshamn,374 38,SE,1,2020,8,11
Klippkungen,shipped,615.0,SEK,Husum,896 31,SE,1,2020,8,11
Klippkungen,shipped,605.0,SEK,Åkersberga,184 62,SE,1,2020,8,11
Klippkungen,shipped,435.0,SEK,Rimbo,76291,SE,1,2020,8,12
Klippkungen,shipped,367.0,SEK,Riala,761 13,SE,1,2020,8,16
Klippkungen,shipped,638.9,SEK,Gräddö,760 15,SE,1,2020,8,13
Klippkungen,shipped,903.0,SEK,Norsjö,93531,SE,1,2020,8,12
Klippkungen,shipped,620.0,DKK,Farsø,9640,DK,1,2020,8,14
Klippkungen,shipped,357.0,SEK,Åkers Styckebruk,647 52,SE,1,2020,8,14
Klippkungen,shipped,643.0,SEK,Tun,530 30,SE,1,2020,8,14
Klippkungen,shipped,1008.0,SEK,Göteborg,411 24,SE,1,2020,8,15
Klippkungen,shipped,406.0,SEK,Vilhelmina,912 92,SE,1,2020,8,16
Klippkungen,shipped,644.0,SEK,Järna,153 38,SE,1,2020,8,17
Klippkungen,shipped,395.0,SEK,Bispgården,844 41,SE,1,2020,8,17
Klippkungen,shipped,365.0,SEK,Örebro,702 31,SE,1,2020,8,17
Klippkungen,shipped,457.0,SEK,Ramnäs,730 60,SE,2,2020,8,17
Klippkungen,shipped,605.0,SEK,Figeholm,572 95,SE,1,2020,8,18
Klippkungen,shipped,514.0,SEK,Enebyberg,182 46,SE,1,2020,8,18
Klippkungen,shipped,483.0,SEK,Göteborg,417 48,SE,1,2020,8,19
Klippkungen,shipped,426.0,SEK,Västerås,723 44,SE,1,2020,8,19
Klippkungen,shipped,1240.0,SEK,Henån,473 93,SE,2,2020,8,19
Klippkungen,shipped,72.27,EUR,Hangonkylä,10940,FI,1,2020,8,19
Klippkungen,shipped,370.0,SEK,Karlskoga,691 35,SE,1,2020,11,27
Klippkungen,shipped,534.0,SEK,Alunda,74791,SE,1,2020,8,20
Klippkungen,shipped,376.0,SEK,Grums,664 32,SE,1,2020,8,20
Klippkungen,ready,723.0,SEK,Byske,934 52,SE,1,2020,8,21
Klippkungen,shipped,1032.0,SEK,Malmö,212 36,SE,1,2020,8,24
Klippkungen,shipped,347.0,SEK,Bromma,16835,SE,2,2020,8,22
Klippkungen,shipped,515.0,SEK,Ödeshög,599 93,SE,1,2020,8,23
Klippkungen,shipped,793.0,SEK,Älvsjö,125 54,SE,1,2020,8,23
Klippkungen,shipped,436.0,SEK,Blidö,760 17,SE,1,2020,8,24
Klippkungen,shipped,248.0,SEK,Karlholmsbruk,819 40,SE,1,2020,8,25
Klippkungen,ready,987.0,SEK,Stugun,844 95,SE,1,2020,8,25
Klippkungen,shipped,544.0,SEK,Sörberge,861 43,SE,1,2020,8,25
Klippkungen,shipped,827.0,SEK,Julita,643 96,SE,1,2020,8,25
Klippkungen,shipped,343.0,SEK,Älmeboda,362 98,SE,1,2020,8,25
Klippkungen,shipped,363.0,SEK,Farsta,123 52,SE,1,2020,8,25
Klippkungen,shipped,626.0,SEK,Marmaverken,826 66,SE,1,2020,8,25
Klippkungen,shipped,482.0,NOK,Kvam,2642,NO,1,2020,8,25
Klippkungen,shipped,233.0,SEK,Enköping,749 43,SE,1,2020,8,26
Klippkungen,shipped,709.0,SEK,Nossebro,465 91,SE,1,2020,8,26
Klippkungen,shipped,434.0,SEK,Skattkärr,656 72,SE,1,2020,8,26
Klippkungen,shipped,848.0,SEK,Göteborg,414 81,SE,1,2020,8,26
Klippkungen,shipped,1756.0,SEK,Kinnared,314 95,SE,1,2020,9,2
Klippkungen,shipped,883.01,NOK,Mo i Rana,8618,NO,1,2020,8,26
Klippkungen,shipped,198.0,SEK,Göteborg,413 18,SE,1,2020,8,27
Klippkungen,shipped,561.0,SEK,Charlottenberg,673 31,SE,1,2020,8,27
Klippkungen,shipped,1110.0,SEK,Umeå,906 51,SE,1,2020,8,27
Klippkungen,shipped,326.0,SEK,Svedala,233 41,SE,1,2020,8,27
Klippkungen,shipped,971.0,SEK,Löberöd,241 61,SE,1,2020,8,28
Klippkungen,shipped,168.0,SEK,Hofors,813 31,SE,1,2020,8,29
Klippkungen,shipped,880.0,SEK,Älgarås,545 72,SE,1,2020,9,1
Klippkungen,shipped,409.0,SEK,Trelleborg,231 38,SE,1,2020,9,10
Klippkungen,shipped,684.0,NOK,Oslo,0686,NO,1,2020,8,30
Klippkungen,shipped,721.0,SEK,Malmö,212 36,SE,1,2020,8,31
Klippkungen,shipped,480.0,SEK,Ankarsrum,593 70,SE,1,2020,8,31
Klippkungen,shipped,228.0,SEK,Lindome,437 92,SE,1,2020,8,31
Klippkungen,shipped,1198.99,NOK,Hovet,3577,NO,1,2020,9,1
Klippkungen,shipped,656.0,SEK,Gusum,615 71,SE,1,2020,9,2
Klippkungen,shipped,464.0,SEK,Älvsbyn,942 31,SE,1,2020,9,1
Klippkungen,shipped,702.0,SEK,Umeå,903 34,SE,1,2020,9,1
Klippkungen,shipped,377.0,SEK,Lindesberg,711 36,SE,1,2020,9,1
Klippkungen,shipped,1071.99,NOK,Skien,3711,NO,1,2020,9,2
Klippkungen,shipped,814.0,SEK,Åsele,919 32,SE,1,2020,9,2
Klippkungen,shipped,278.0,SEK,Västra Frölunda,421 43,SE,1,2020,9,3
Klippkungen,shipped,397.0,SEK,Västra Frölunda,421 45,SE,1,2020,9,5
Klippkungen,shipped,1169.0,SEK,Hönö,475 41,SE,1,2020,9,3
Klippkungen,shipped,1007.01,NOK,Vikersund,3370,NO,1,2020,9,3
Klippkungen,shipped,1023.01,NOK,Kolbu,2847,NO,1,2020,9,3
Klippkungen,shipped,485.0,SEK,Sollefteå,881 92,SE,1,2020,9,4
Klippkungen,shipped,58.36,EUR,Kuggom,07945,FI,1,2020,9,4
Klippkungen,shipped,228.0,SEK,Helsingborg,254 61,SE,1,2020,9,4
Klippkungen,shipped,336.0,SEK,Arjeplog,938 31,SE,1,2020,9,4
Klippkungen,shipped,267.0,SEK,Ludvika,771 34,SE,1,2020,9,4
Klippkungen,shipped,551.0,SEK,Norrköping,602 29,SE,1,2020,9,4
Klippkungen,shipped,551.0,SEK,Norrköping,602 29,SE,1,2020,9,4
Klippkungen,shipped,938.98,NOK,Oslo,0956,NO,1,2020,9,4
Klippkungen,shipped,1596.0,SEK,Kungsängen,196 33,SE,1,2020,9,9
Klippkungen,shipped,1174.0,SEK,Ruda,579 95,SE,1,2020,9,6
Klippkungen,shipped,368.0,SEK,Hällefors,712 33,SE,1,2020,9,7
Klippkungen,shipped,1578.0,SEK,Västerås,722 31,SE,1,2020,9,6
Klippkungen,shipped,467.0,SEK,Riala,761 13,SE,1,2020,9,11
Klippkungen,shipped,994.0,SEK,Skövde,541 77,SE,1,2020,9,20
Klippkungen,shipped,1245.0,DKK,Dalmose,4261,DK,1,2020,9,6
Klippkungen,shipped,484.0,SEK,Lidköping,531 58,SE,1,2020,9,7
Klippkungen,shipped,851.0,SEK,Boden,961 36,SE,1,2020,9,7
Klippkungen,shipped,516.0,SEK,Kvänum,535 30,SE,1,2020,9,7
Klippkungen,shipped,1082.0,SEK,Ullatti,980 42,SE,1,2020,9,7
Klippkungen,shipped,376.0,SEK,Visby,621 73,SE,1,2020,9,10
Klippkungen,shipped,441.0,SEK,Kiruna,981 33,SE,1,2020,9,8
Klippkungen,shipped,168.0,SEK,Simrishamn,272 94,SE,1,2020,9,8
Klippkungen,shipped,436.0,SEK,Västra Frölunda,421 43,SE,1,2020,9,8
Klippkungen,shipped,51.31,EUR,Ödkarby,22320,FI,1,2020,9,8
Klippkungen,shipped,714.0,SEK,Alfta,822 91,SE,1,2020,9,8
Klippkungen,shipped,780.0,SEK,Överhörnäs,894 93,SE,1,2020,9,9
Klippkungen,shipped,703.0,SEK,Göteborg,414 75,SE,1,2020,9,9
Klippkungen,shipped,703.0,SEK,Göteborg,414 75,SE,1,2020,9,9
Klippkungen,shipped,566.0,SEK,Göteborg,417 23,SE,1,2020,9,9
Klippkungen,shipped,396.0,SEK,Kramfors,872 31,SE,1,2020,9,9
Klippkungen,shipped,506.0,SEK,Gusum,615 72,SE,1,2020,9,9
Klippkungen,shipped,674.0,SEK,Kramfors,872 31,SE,1,2020,9,16
Klippkungen,shipped,1805.99,NOK,Oslo,0254,NO,1,2020,9,10
Klippkungen,shipped,953.0,SEK,Olofström,293 41,SE,1,2020,9,10
Klippkungen,shipped,676.0,NOK,Oslo,0361,NO,1,2020,9,11
Klippkungen,shipped,1400.0,SEK,Arkelstorp,291 57,SE,1,2020,9,11
Klippkungen,shipped,2178.0,SEK,Lärbro,624 53,SE,1,2020,9,11
Klippkungen,shipped,435.0,NOK,Rørvik,7900,NO,1,2020,9,11
Klippkungen,shipped,754.0,SEK,Lund,223 62,SE,2,2020,9,16
Klippkungen,shipped,668.0,DKK,Struer,7600,DK,1,2020,9,11
Klippkungen,shipped,631.98,NOK,Træna,8770,NO,1,2020,9,11
Klippkungen,shipped,509.0,SEK,Södertälje,151 68,SE,1,2020,10,16
Klippkungen,shipped,1199.0,SEK,Södertälje,152 49,SE,1,2020,9,14
Klippkungen,shipped,991.0,SEK,Tranås,573 41,SE,1,2020,9,14
Klippkungen,shipped,625.0,SEK,Vilhelmina,912 92,SE,1,2020,9,14
Klippkungen,shipped,999.9,SEK,Åkersberga,184 44,SE,1,2020,9,25
Klippkungen,shipped,506.0,SEK,Hallstahammar,734 36,SE,1,2020,9,15
Klippkungen,shipped,674.0,SEK,Munsö,178 91,SE,1,2020,9,15
Klippkungen,shipped,863.0,SEK,Bengtsfors,666 92,SE,1,2020,9,15
Klippkungen,shipped,228.0,SEK,Norrköping,602 26,SE,1,2020,9,15
Klippkungen,shipped,807.0,SEK,Kinna,511 58,SE,1,2020,9,15
Klippkungen,shipped,465.0,SEK,Glumslöv,261 62,SE,1,2020,9,15
Klippkungen,shipped,1158.0,SEK,Bettna,642 98,SE,1,2020,9,16
Klippkungen,shipped,366.0,SEK,Töcksfors,670 10,SE,1,2020,9,15
Klippkungen,shipped,502.0,SEK,Klippan,264 93,SE,1,2020,9,22
Klippkungen,shipped,1067.02,NOK,Furuflaten,9062,NO,1,2020,9,16
Klippkungen,shipped,643.0,SEK,Arbrå,821 61,SE,1,2020,9,16
Klippkungen,shipped,377.0,SEK,Hamrångefjärden,817 93,SE,1,2020,9,16
Klippkungen,shipped,456.0,SEK,Lindome,437 32,SE,1,2020,9,17
Klippkungen,shipped,1479.8,SEK,Stråtjära,826 69,SE,1,2020,9,17
Klippkungen,shipped,267.0,SEK,Hällnäs,922 73,SE,1,2020,9,17
Klippkungen,shipped,552.0,SEK,Länghem,514 43,SE,1,2020,9,23
Klippkungen,shipped,575.0,SEK,Rö,762 93,SE,1,2020,9,17
Klippkungen,shipped,526.0,SEK,Göteborg,414 81,SE,1,2020,9,17
Klippkungen,shipped,504.0,SEK,Nyköping,611 46,SE,1,2020,9,18
Klippkungen,shipped,514.0,SEK,Torsåker,813 94,SE,1,2020,9,18
Klippkungen,shipped,589.0,SEK,Norrhult,364 44,SE,1,2020,9,18
Klippkungen,shipped,538.0,SEK,Vålberg,664 51,SE,1,2020,9,18
Klippkungen,shipped,606.0,SEK,Borås,507 52,SE,1,2020,9,19
Klippkungen,shipped,400.0,DKK,Aalborg Øst,9220,DK,1,2020,9,19
Klippkungen,shipped,535.0,SEK,Töreboda,545 91,SE,1,2020,9,20
Klippkungen,shipped,332.0,SEK,Ronneby,372 32,SE,1,2020,9,24
Klippkungen,shipped,525.0,SEK,Bodafors,571 62,SE,1,2020,9,20
Klippkungen,shipped,478.0,SEK,Rönninge,144 64,SE,1,2020,9,21
Klippkungen,shipped,626.0,SEK,Blidö,760 17,SE,1,2020,9,21
Klippkungen,shipped,416.0,SEK,Fagersta,737 46,SE,1,2020,9,21
Klippkungen,shipped,550.0,SEK,Laxå,695 32,SE,1,2020,9,21
Klippkungen,shipped,545.0,SEK,Trosa,619 32,SE,1,2020,9,21
Klippkungen,shipped,277.0,SEK,Falun,791 92,SE,1,2020,9,22
Klippkungen,shipped,507.0,SEK,Krylbo,775 50,SE,1,2020,9,29
Klippkungen,shipped,486.0,SEK,Allerum,254 76,SE,1,2020,9,22
Klippkungen,shipped,198.0,SEK,Göteborg,413 18,SE,1,2020,9,22
Klippkungen,shipped,337.0,SEK,Ed,668 32,SE,1,2020,9,22
Klippkungen,shipped,287.0,SEK,Glumslöv,261 63,SE,1,2020,10,7
