subsite_store,shipment_state,total,currency,bill_city,bill_zipcode,bill_country_iso_name,quantity,completed_year,completed_month,completed_day
Klippkungen,shipped,366.0,SEK,Trollhättan,461 91,SE,1,2020,3,26
Klippkungen,shipped,208.0,SEK,Norrhult,364 44,SE,1,2020,3,26
Klippkungen,shipped,520.0,SEK,Bankeryd,564 31,SE,1,2020,3,31
Klippkungen,shipped,399.0,SEK,Vega,136 58,SE,1,2020,3,26
Klippkungen,shipped,3225.9,SEK,Ronneby,372 91,SE,1,2020,3,25
Klippkungen,shipped,920.0,SEK,Ånge,841 92,SE,1,2020,3,25
Klippkungen,shipped,556.0,SEK,Gideå,896 93,SE,1,2020,3,26
Klippkungen,shipped,1143.0,SEK,Skelleftehamn,932 31,SE,1,2020,3,26
Klippkungen,shipped,986.0,DKK,Svinninge,4520,DK,1,2020,3,26
Klippkungen,shipped,615.0,SEK,Hemse,623 50,SE,1,2020,3,27
Klippkungen,shipped,616.0,SEK,Järna,153 38,SE,1,2020,3,27
Klippkungen,shipped,396.0,SEK,Slite,624 30,SE,1,2020,3,29
Klippkungen,shipped,366.0,SEK,Karlskoga,691 42,SE,1,2020,3,27
Klippkungen,shipped,1503.8,SEK,Täby,187 35,SE,1,2020,3,29
Klippkungen,shipped,326.0,SEK,Ingelstad,355 71,SE,1,2020,3,28
Klippkungen,shipped,587.0,DKK,Vejby,3210,DK,1,2020,3,27
Klippkungen,shipped,459.0,SEK,Järlåsa,744 97,SE,1,2020,3,28
Klippkungen,shipped,526.0,SEK,Harlösa,241 64,SE,1,2020,3,28
Klippkungen,shipped,384.0,SEK,Bålsta,746 92,SE,1,2020,3,31
Klippkungen,shipped,525.0,SEK,Tingsryd,362 30,SE,1,2020,3,28
Klippkungen,shipped,639.0,DKK,Hvidovre,2650,DK,1,2020,3,28
Klippkungen,shipped,1381.01,NOK,Oppdal,7340,NO,1,2020,3,28
Klippkungen,shipped,267.0,SEK,Tidan,549 31,SE,1,2020,3,28
Klippkungen,shipped,3118.9,SEK,Arboga,732 30,SE,1,2020,3,28
Klippkungen,shipped,1072.0,DKK,Juelsminde,7130,DK,1,2020,3,28
Klippkungen,shipped,238.0,SEK,Skultuna,726 30,SE,1,2020,3,29
Klippkungen,shipped,592.0,SEK,Arvidsjaur,933 33,SE,1,2020,3,31
Klippkungen,shipped,786.0,SEK,Skellefteå,931 91,SE,1,2020,3,29
Klippkungen,shipped,1148.0,SEK,Vissefjärda,361 54,SE,1,2020,3,30
Klippkungen,shipped,893.0,SEK,Varberg,432 92,SE,1,2020,3,29
Klippkungen,shipped,675.0,SEK,Göteborg,418 75,SE,1,2020,3,29
Klippkungen,shipped,475.0,SEK,Orsa,794 31,SE,1,2020,3,30
Klippkungen,ready,814.0,SEK,Virserum,577 72,SE,1,2020,3,30
Klippkungen,shipped,435.0,NOK,Nesodden,1459,NO,1,2020,4,2
Klippkungen,shipped,558.0,SEK,Kisa,590 39,SE,1,2020,3,30
Klippkungen,shipped,718.0,SEK,Trelleborg,231 32,SE,1,2020,3,31
Klippkungen,shipped,396.0,SEK,Hallstavik,763 40,SE,1,2020,3,31
Klippkungen,ready,76.23,EUR,Alavus,63600,FI,1,2020,3,31
Klippkungen,shipped,636.8,SEK,Stockholm,115 34,SE,1,2020,4,1
Klippkungen,shipped,257.0,SEK,Jönköping,553 21,SE,1,2020,3,31
Klippkungen,shipped,955.0,SEK,Eslöv,241 35,SE,1,2020,3,31
Klippkungen,shipped,390.0,SEK,Hunnebostrand,456 92,SE,1,2020,3,31
Klippkungen,shipped,725.0,SEK,Karlstad,653 48,SE,1,2020,4,1
Klippkungen,shipped,454.0,SEK,Malmberget,983 34,SE,1,2020,4,2
Klippkungen,shipped,1151.0,SEK,Södertälje,152 49,SE,1,2020,4,2
Klippkungen,shipped,655.0,SEK,Kållekärr,471 94,SE,1,2020,4,1
Klippkungen,shipped,494.0,SEK,Västra Frölunda,421 35,SE,1,2020,4,5
Klippkungen,shipped,1055.0,SEK,Nusnäs,792 77,SE,1,2020,4,3
Klippkungen,shipped,2098.56,NOK,Kongsvinger,2209,NO,1,2020,4,2
Godisgruvan,shipped,380.0,SEK,Öjersjö,43352,SE,1,2020,4,3
Klippkungen,shipped,675.0,SEK,Löttorp,387 73,SE,1,2020,4,2
Klippkungen,shipped,375.0,SEK,Klippan,264 93,SE,1,2020,4,3
Klippkungen,shipped,635.0,SEK,Vollsjö,275 68,SE,1,2020,4,3
Klippkungen,shipped,960.0,SEK,Örebro,703 74,SE,1,2020,4,3
Klippkungen,shipped,632.0,SEK,Sandviken,811 36,SE,1,2020,4,4
Klippkungen,shipped,659.0,SEK,Malmberget,983 34,SE,1,2020,4,3
Klippkungen,shipped,168.0,SEK,Linköping,587 31,SE,1,2020,4,4
Klippkungen,shipped,865.0,SEK,Ursviken,932 36,SE,1,2020,4,4
Klippkungen,shipped,307.0,SEK,Köping,731 36,SE,1,2020,4,8
Klippkungen,shipped,675.0,SEK,Sundsvall,857 30,SE,1,2020,4,5
Klippkungen,shipped,535.0,DKK,Horsens,8700,DK,1,2020,4,5
Klippkungen,shipped,484.0,SEK,Kolmården,618 33,SE,1,2020,4,7
Klippkungen,shipped,1171.0,SEK,Transtrand,780 68,SE,1,2020,4,5
Klippkungen,shipped,451.0,SEK,Gusum,615 72,SE,1,2020,4,5
Klippkungen,shipped,1195.0,DKK,Thorsø,8881,DK,2,2020,4,6
Klippkungen,shipped,457.0,SEK,Visby,621 40,SE,1,2020,4,6
Klippkungen,shipped,585.0,SEK,Husum,896 32,SE,1,2020,4,7
Klippkungen,shipped,267.0,SEK,Gränna,563 93,SE,1,2020,4,7
Klippkungen,shipped,476.0,SEK,Göteborg,418 71,SE,1,2020,4,7
Klippkungen,shipped,524.0,SEK,Stugun,844 96,SE,1,2020,4,12
Klippkungen,shipped,524.0,SEK,Stugun,844 96,SE,1,2020,4,12
Klippkungen,shipped,1318.0,SEK,Göteborg,417 64,SE,2,2020,4,18
Klippkungen,shipped,168.0,SEK,Strängnäs,645 34,SE,1,2020,4,8
Klippkungen,shipped,636.0,SEK,Hallstahammar,734 36,SE,1,2020,4,8
Klippkungen,shipped,695.0,SEK,Sollerön,792 90,SE,1,2020,4,8
Klippkungen,shipped,377.0,SEK,Ronneby,372 32,SE,1,2020,4,8
Klippkungen,shipped,644.0,SEK,Valla,641 61,SE,1,2020,5,18
Klippkungen,shipped,2294.0,SEK,Överlida,512 60,SE,1,2020,4,10
Klippkungen,shipped,1014.0,SEK,Norrtälje,761 97,SE,1,2020,4,11
Klippkungen,shipped,496.0,SEK,Norrtälje,761 97,SE,1,2020,4,19
Klippkungen,shipped,499.0,DKK,Rødby,4970,DK,1,2020,4,11
Klippkungen,shipped,356.0,SEK,Sågmyra,790 22,SE,1,2020,4,14
Klippkungen,shipped,736.0,SEK,Göteborg,416 66,SE,1,2020,4,15
Klippkungen,shipped,475.0,SEK,Ösmo,148 34,SE,1,2020,4,15
Klippkungen,shipped,555.0,SEK,Stora Mellösa,715 92,SE,1,2020,4,22
Klippkungen,shipped,267.0,SEK,Bodafors,571 61,SE,1,2020,4,19
Klippkungen,shipped,558.0,NOK,Glesvær,5381,NO,1,2020,4,17
Klippkungen,shipped,506.0,SEK,Junsele,880 37,SE,2,2020,4,17
Klippkungen,shipped,406.0,SEK,Örnsköldsvik,891 35,SE,1,2020,4,17
Klippkungen,shipped,1741.0,SEK,Falun,791 33,SE,1,2020,4,20
Klippkungen,shipped,337.0,SEK,Västerås,725 91,SE,1,2020,4,18
Klippkungen,shipped,337.0,SEK,Åkers Styckebruk,647 52,SE,1,2020,4,18
Klippkungen,shipped,552.0,SEK,Ljusterö,184 97,SE,1,2020,4,19
Klippkungen,shipped,556.0,SEK,Älmhult,343 32,SE,1,2020,4,19
Klippkungen,shipped,1008.0,SEK,Vimmerby,598 93,SE,1,2020,4,20
Klippkungen,shipped,605.0,SEK,Borlänge,784 68,SE,1,2020,4,20
Klippkungen,shipped,679.0,SEK,Åkers Styckebruk,647 51,SE,1,2020,4,21
Klippkungen,shipped,1517.0,NOK,Kråkerøy,1679,NO,1,2020,4,21
Klippkungen,shipped,941.0,NOK,Flesberg,3620,NO,1,2020,4,22
Klippkungen,shipped,834.0,SEK,Hälleforsnäs,648 30,SE,1,2020,4,22
Klippkungen,shipped,282.0,SEK,Ljusne,826 75,SE,1,2020,4,22
Klippkungen,shipped,1541.0,DKK,Vordingborg,4760,DK,2,2020,4,22
Klippkungen,shipped,911.0,DKK,København S,2300,DK,1,2020,4,22
Klippkungen,shipped,512.0,SEK,Fjärås,439 72,SE,1,2020,4,27
Klippkungen,shipped,506.0,SEK,Arboga,732 32,SE,1,2020,4,26
Klippkungen,shipped,704.0,SEK,Vittsjö,282 66,SE,1,2020,4,25
Klippkungen,shipped,752.0,SEK,Västerås,722 45,SE,1,2020,4,29
Klippkungen,shipped,530.0,SEK,Hoting,833 59,SE,1,2020,5,3
Klippkungen,shipped,228.0,SEK,Mjölby,595 40,SE,1,2020,4,24
Klippkungen,shipped,794.0,SEK,Stockholm,107 87,SE,5,2020,4,24
Klippkungen,shipped,2166.0,NOK,Brumunddal,2385,NO,1,2020,4,25
Klippkungen,shipped,168.0,SEK,Tun,530 30,SE,1,2020,4,25
Klippkungen,shipped,1265.0,SEK,Skövde,541 63,SE,1,2020,4,26
Klippkungen,shipped,1598.0,SEK,Linköping,589 29,SE,1,2020,4,26
Klippkungen,shipped,584.0,SEK,Umeå,906 52,SE,1,2020,5,4
Klippkungen,shipped,253.0,SEK,Malmö,213 61,SE,1,2020,4,27
Klippkungen,shipped,168.0,SEK,Borlänge,784 66,SE,1,2020,4,27
Klippkungen,shipped,207.0,SEK,Barsebäck,246 57,SE,1,2020,4,27
Klippkungen,shipped,366.0,SEK,Ruda,570 76,SE,1,2020,4,27
Klippkungen,shipped,262.0,SEK,Ljusterö,184 95,SE,1,2020,5,6
Klippkungen,shipped,197.0,SEK,Tumba,147 55,SE,1,2020,4,28
Klippkungen,shipped,427.0,SEK,Åtorp,693 70,SE,1,2020,5,6
Klippkungen,shipped,537.0,SEK,Skogås,142 35,SE,1,2020,4,29
Klippkungen,shipped,246.0,SEK,Vagnhärad,619 71,SE,1,2020,4,29
Klippkungen,shipped,533.0,SEK,Trensum,374 96,SE,1,2020,5,15
Klippkungen,shipped,527.0,SEK,Grängesberg,772 31,SE,1,2020,4,30
Klippkungen,shipped,228.0,SEK,Norrköping,602 13,SE,1,2020,5,4
Klippkungen,shipped,675.0,SEK,Sunne,686 33,SE,1,2020,4,29
Klippkungen,shipped,675.0,SEK,Sunne,686 33,SE,1,2020,4,29
Klippkungen,shipped,616.0,SEK,Bromma,168 32,SE,1,2020,4,30
Klippkungen,shipped,981.0,SEK,Oxelösund,613 30,SE,1,2020,5,1
Klippkungen,shipped,1297.0,DKK,København S,2300,DK,1,2020,5,1
Klippkungen,shipped,396.0,SEK,Älvdalen,796 91,SE,1,2020,5,1
Klippkungen,shipped,277.0,SEK,Mörrum,375 30,SE,1,2020,5,1
Klippkungen,shipped,228.0,SEK,Husum,896 31,SE,1,2020,5,2
Klippkungen,shipped,906.0,SEK,Överkalix,956 32,SE,1,2020,5,2
Klippkungen,shipped,1067.98,NOK,Sortland,8402,NO,1,2020,5,3
Klippkungen,shipped,508.9,SEK,Tived,695 96,SE,1,2020,5,3
Klippkungen,shipped,503.0,SEK,Göteborg,415 14,SE,1,2020,5,3
Klippkungen,shipped,416.0,SEK,Västervik,593 37,SE,1,2020,5,4
Klippkungen,shipped,1008.9,SEK,Nacka,131 31,SE,1,2020,5,4
Klippkungen,shipped,1008.9,SEK,Nacka,131 31,SE,1,2020,5,4
Klippkungen,shipped,535.0,SEK,Stenhamra,179 61,SE,1,2020,5,4
Klippkungen,shipped,1004.0,SEK,Hallstahammar,734 40,SE,1,2020,5,4
Klippkungen,shipped,178.0,SEK,Eskilstuna,635 19,SE,1,2020,5,5
Klippkungen,shipped,455.0,SEK,Hamrångefjärden,817 93,SE,1,2020,5,13
Klippkungen,shipped,347.0,SEK,Olofström,293 91,SE,1,2020,5,5
Klippkungen,shipped,875.0,SEK,Eskilstuna,632 29,SE,1,2020,5,5
Klippkungen,shipped,59.91,EUR,Porvoo,06830,FI,1,2020,5,5
Klippkungen,shipped,412.8,SEK,Holsljunga,512 64,SE,1,2020,5,6
Klippkungen,shipped,217.0,SEK,Halmstad,302 51,SE,1,2020,5,18
Klippkungen,shipped,1522.0,SEK,Trångsviken,835 96,SE,1,2020,5,6
Klippkungen,shipped,915.0,SEK,Saltsjö-Boo,132 30,SE,1,2020,5,6
Klippkungen,shipped,406.0,SEK,Katrineholm,641 31,SE,1,2020,5,7
Klippkungen,shipped,1246.97,NOK,Brumunddal,2385,NO,1,2020,5,7
Klippkungen,shipped,168.0,SEK,Deje,669 31,SE,1,2020,5,7
Klippkungen,shipped,886.0,DKK,Dianalund,4293,DK,2,2020,5,7
Klippkungen,shipped,379.0,SEK,Klippan,264 94,SE,1,2020,5,7
Klippkungen,shipped,513.7,SEK,Ellös,474 93,SE,1,2020,5,8
Klippkungen,shipped,353.0,SEK,Västra Frölunda,426 51,SE,1,2020,5,8
Klippkungen,shipped,346.0,SEK,Sigtuna,193 36,SE,1,2020,5,8
Klippkungen,ready,595.0,SEK,Mariestad,542 94,SE,1,2020,5,8
Klippkungen,shipped,317.0,SEK,Landvetter,438 39,SE,1,2020,5,9
Klippkungen,shipped,148.0,SEK,Hofors,813 31,SE,1,2020,5,18
Klippkungen,shipped,377.0,SEK,Sundsvall,857 30,SE,1,2020,5,9
Klippkungen,shipped,327.0,SEK,Sollentuna,192 75,SE,1,2020,5,9
Klippkungen,shipped,446.0,SEK,Sollefteå,881 91,SE,1,2020,5,9
Klippkungen,shipped,1088.0,SEK,Kungsbacka,434 99,SE,1,2020,5,10
Klippkungen,shipped,645.0,SEK,Gävle,804 24,SE,1,2020,5,10
Klippkungen,shipped,496.0,SEK,Falkenberg,311 42,SE,1,2020,5,10
Klippkungen,shipped,496.0,SEK,Falkenberg,311 42,SE,1,2020,5,10
Klippkungen,shipped,1461.0,SEK,Gällivare,982 31,SE,2,2020,5,14
Klippkungen,shipped,736.0,DKK,Haslev,4690,DK,1,2020,5,11
Klippkungen,shipped,579.0,SEK,Luleå,976 33,SE,1,2020,5,12
Klippkungen,shipped,769.0,DKK,Spøttrup,7860,DK,1,2020,5,12
Klippkungen,shipped,406.0,SEK,Lundsbrunn,533 92,SE,1,2020,5,12
Klippkungen,shipped,435.0,SEK,Falköping,521 37,SE,1,2020,5,12
Klippkungen,shipped,227.0,SEK,Västervik,593 41,SE,1,2020,5,18
Klippkungen,shipped,246.0,SEK,Boden,961 32,SE,1,2020,5,18
Klippkungen,shipped,659.0,SEK,Munkfors,684 92,SE,1,2020,5,21
Klippkungen,shipped,534.0,SEK,Gusum,615 71,SE,1,2020,5,13
Klippkungen,shipped,1003.0,NOK,Uthaug,7142,NO,1,2020,5,14
Klippkungen,shipped,769.0,SEK,Älvdalen,796 90,SE,1,2020,5,16
Klippkungen,shipped,566.0,SEK,Gällö,843 94,SE,1,2020,5,13
Klippkungen,shipped,540.0,SEK,Torsby,685 33,SE,1,2020,5,14
Klippkungen,shipped,499.0,SEK,Klippan,264 94,SE,1,2020,5,18
Klippkungen,ready,2066.0,SEK,Värmdö,139 53,SE,1,2020,5,14
Klippkungen,shipped,714.0,SEK,Överhörnäs,894 93,SE,1,2020,5,15
Klippkungen,shipped,570.0,SEK,Bjuråker,824 78,SE,1,2020,5,14
Klippkungen,shipped,148.0,SEK,Hagfors,683 32,SE,1,2020,5,18
Klippkungen,shipped,321.0,SEK,Skurup,274 31,SE,1,2020,5,18
Klippkungen,shipped,5270.0,SEK,Partille,433 48,SE,1,2020,5,15
Klippkungen,shipped,5270.0,SEK,Partille,433 48,SE,1,2020,5,15
Klippkungen,shipped,5270.0,SEK,Partille,433 48,SE,1,2020,5,15
Klippkungen,shipped,619.0,SEK,Arjeplog,938 32,SE,1,2020,5,15
Klippkungen,shipped,527.0,SEK,Eskilstuna,635 13,SE,1,2020,5,15
Klippkungen,shipped,813.0,SEK,Malmö,212 50,SE,1,2020,5,31
Klippkungen,shipped,645.0,SEK,Mölnlycke,435 32,SE,1,2020,5,15
Klippkungen,shipped,148.0,SEK,Uppsala,752 21,SE,1,2020,5,18
Klippkungen,shipped,1034.0,SEK,Matfors,864 31,SE,1,2020,5,16
Klippkungen,shipped,535.0,SEK,Sölvesborg,294 95,SE,1,2020,5,21
Klippkungen,shipped,168.0,SEK,Västerås,724 80,SE,1,2020,5,16
Klippkungen,shipped,602.0,DKK,Rødekro,6230,DK,1,2020,5,16
Klippkungen,shipped,585.0,SEK,Norrtälje,761 31,SE,1,2020,5,18
Klippkungen,shipped,463.0,SEK,Tibro,543 37,SE,1,2020,5,18
Klippkungen,shipped,574.0,SEK,Arjeplog,938 31,SE,1,2020,5,17
Klippkungen,shipped,207.0,SEK,Vikmanshyttan,776 70,SE,1,2020,5,18
Klippkungen,shipped,446.0,SEK,Vimmerby,598 38,SE,1,2020,5,18
Klippkungen,shipped,198.0,DKK,Kokkedal,2980,DK,1,2020,5,18
Klippkungen,shipped,376.0,SEK,Katrineholm,641 36,SE,1,2020,5,18
Klippkungen,shipped,376.0,SEK,Katrineholm,641 36,SE,1,2020,5,18
Klippkungen,shipped,420.0,SEK,Vissefjärda,361 54,SE,1,2020,5,18
Klippkungen,shipped,442.0,SEK,Göteborg,418 71,SE,1,2020,5,18
Klippkungen,shipped,337.0,SEK,Tierp,815 44,SE,1,2020,5,18
Klippkungen,shipped,177.0,SEK,Uppsala,755 50,SE,1,2020,5,18
Klippkungen,shipped,322.0,SEK,Ludvika,771 92,SE,1,2020,5,21
Klippkungen,shipped,296.0,SEK,Bureå,932 52,SE,1,2020,5,18
Klippkungen,shipped,148.0,SEK,Enköping,749 42,SE,1,2020,5,18
Klippkungen,shipped,207.0,SEK,Säffle,661 93,SE,1,2020,5,18
Klippkungen,ready,907.0,SEK,Hova,548 32,SE,1,2020,5,21
Klippkungen,shipped,561.91,SEK,Hisings Backa,422 03,SE,1,2020,5,18
Klippkungen,shipped,554.0,SEK,Sölvesborg,294 93,SE,1,2020,5,19
Klippkungen,ready,642.0,SEK,Vällingby,162 53,SE,1,2020,5,21
Klippkungen,shipped,1054.0,SEK,Linköping,582 55,SE,1,2020,6,1
Klippkungen,shipped,338.0,SEK,Rönneshytta,694 97,SE,1,2020,5,19
Klippkungen,shipped,943.0,SEK,Hässelby,165 74,SE,2,2020,5,24
Klippkungen,shipped,802.0,SEK,Göteborg,412 65,SE,1,2020,5,19
Klippkungen,shipped,294.0,SEK,Alingsås,441 32,SE,1,2020,5,20
Klippkungen,shipped,2134.9,SEK,Vallentuna,186 93,SE,1,2020,5,20
Klippkungen,shipped,426.0,SEK,Örnsköldsvik,891 35,SE,1,2020,5,20
Klippkungen,shipped,335.0,SEK,Piteå,944 72,SE,1,2020,5,20
Klippkungen,shipped,987.0,SEK,Linköping,589 21,SE,1,2020,5,20
Klippkungen,shipped,376.0,SEK,Perstorp,284 32,SE,1,2020,5,24
Klippkungen,shipped,168.0,SEK,Skene,511 61,SE,1,2020,5,20
Klippkungen,shipped,387.0,SEK,Ludvika,771 34,SE,1,2020,5,20
Klippkungen,shipped,1193.0,SEK,Oskarshamn,57293,SE,1,2020,5,20
Klippkungen,shipped,1241.0,SEK,Hudiksvall,824 56,SE,1,2020,5,26
Klippkungen,shipped,256.0,SEK,Brunflo,834 97,SE,1,2020,5,21
Klippkungen,shipped,848.0,SEK,Ludvika,771 52,SE,1,2020,5,21
Klippkungen,shipped,365.0,SEK,Glumslöv,261 62,SE,1,2020,5,21
Klippkungen,shipped,227.0,SEK,Torsåker,813 94,SE,1,2020,5,21
Klippkungen,shipped,407.0,SEK,Harlösa,241 64,SE,1,2020,5,26
Klippkungen,shipped,839.0,SEK,Svenstavik,845 31,SE,1,2020,5,21
Klippkungen,shipped,839.0,SEK,Svenstavik,845 31,SE,1,2020,5,21
Klippkungen,shipped,347.0,SEK,Söderköping,614 92,SE,1,2020,5,22
Klippkungen,shipped,1435.0,SEK,Hudiksvall,824 43,SE,1,2020,5,22
Klippkungen,shipped,1435.0,SEK,Hudiksvall,824 43,SE,1,2020,5,22
Klippkungen,shipped,213.0,SEK,Sollebrunn,441 74,SE,1,2020,5,25
Klippkungen,shipped,371.0,SEK,Bollnäs,821 34,SE,1,2020,5,22
Klippkungen,shipped,956.0,SEK,Vällingby,162 66,SE,1,2020,5,23
Klippkungen,shipped,956.0,SEK,Vällingby,162 66,SE,1,2020,5,23
Klippkungen,shipped,1369.8,SEK,Brastad,454 30,SE,1,2020,5,23
Klippkungen,shipped,347.0,SEK,Arboga,732 96,SE,1,2020,5,23
Klippkungen,shipped,642.0,SEK,Stugun,844 95,SE,1,2020,5,30
Klippkungen,shipped,495.0,SEK,Saltsjö-Boo,132 30,SE,1,2020,5,24
Klippkungen,shipped,2078.0,SEK,Hestra,335 72,SE,1,2020,5,24
Klippkungen,shipped,473.0,DKK,Rude,4243,DK,1,2020,5,24
Klippkungen,shipped,545.0,SEK,Gävle,805 96,SE,1,2020,5,24
Klippkungen,shipped,574.0,SEK,Henån,473 93,SE,1,2020,5,24
Klippkungen,shipped,448.0,SEK,Uppsala,753 16,SE,1,2020,5,24
Klippkungen,shipped,456.0,NOK,Koppang,2480,NO,1,2020,5,25
Klippkungen,shipped,483.0,DKK,Grenaa,8500,DK,1,2020,5,25
Klippkungen,shipped,629.8,SEK,Valdemarsvik,615 92,SE,1,2020,5,25
Klippkungen,shipped,495.0,SEK,Älvsbyn,942 33,SE,1,2020,5,26
Klippkungen,shipped,1093.0,SEK,Sommen,573 61,SE,1,2020,5,26
Klippkungen,shipped,1093.0,SEK,Sommen,573 61,SE,1,2020,5,26
Klippkungen,shipped,198.0,SEK,Bonässund,891 78,SE,1,2020,5,26
Klippkungen,shipped,426.0,SEK,Helsingborg,254 49,SE,1,2020,5,26
Klippkungen,shipped,377.0,SEK,Vingåker,643 93,SE,1,2020,5,26
Klippkungen,shipped,1091.0,SEK,Allerum,254 76,SE,2,2020,5,26
Klippkungen,shipped,1091.0,SEK,Allerum,254 76,SE,1,2020,5,26
Klippkungen,shipped,745.0,SEK,Ludvika,771 90,SE,1,2020,5,27
Klippkungen,shipped,663.0,SEK,Hoting,833 59,SE,1,2020,6,15
Klippkungen,shipped,762.0,SEK,Bjuråker,824 78,SE,1,2020,5,28
Klippkungen,shipped,416.0,SEK,Halmstad,302 53,SE,1,2020,5,29
Klippkungen,shipped,615.0,SEK,Mellerud,464 66,SE,1,2020,5,29
Klippkungen,shipped,1055.0,SEK,Stockholm,115 34,SE,1,2020,6,2
Klippkungen,shipped,1055.0,SEK,Stockholm,115 34,SE,1,2020,6,2
Klippkungen,shipped,634.0,SEK,Nyköping,611 55,SE,1,2020,5,30
Klippkungen,shipped,634.0,SEK,Nyköping,611 55,SE,1,2020,5,30
Klippkungen,shipped,536.0,SEK,Koler,942 03,SE,1,2020,6,7
Klippkungen,shipped,297.0,SEK,Öjersjö,433 51,SE,1,2020,5,30
Klippkungen,shipped,456.0,SEK,Örebro,703 44,SE,1,2020,5,30
Klippkungen,shipped,2231.0,SEK,Hällefors,712 30,SE,1,2020,5,31
Klippkungen,shipped,496.0,SEK,Finspång,612 36,SE,1,2020,5,31
Klippkungen,shipped,544.0,SEK,Sundbyberg,172 41,SE,1,2020,6,4
Klippkungen,shipped,640.0,DKK,Grenaa,8500,DK,1,2020,5,31
Klippkungen,shipped,599.0,SEK,Rottne,363 30,SE,1,2020,6,1
Klippkungen,shipped,474.0,SEK,Julita,643 96,SE,1,2020,6,1
Klippkungen,shipped,1316.0,SEK,Norrtälje,761 63,SE,1,2020,6,1
Klippkungen,shipped,1316.0,SEK,Norrtälje,761 63,SE,1,2020,6,1
Klippkungen,shipped,1371.0,SEK,Skillingaryd,568 30,SE,1,2020,6,2
Klippkungen,shipped,445.0,SEK,Motala,591 70,SE,1,2020,6,2
Klippkungen,shipped,357.0,SEK,Skelleftehamn,932 31,SE,1,2020,6,3
Klippkungen,shipped,228.0,SEK,Oskarshamn,572 42,SE,1,2020,6,3
Klippkungen,shipped,414.0,SEK,Genarp,247 98,SE,1,2020,6,3
Klippkungen,shipped,575.0,SEK,Ramnäs,730 60,SE,1,2020,6,3
Klippkungen,shipped,833.0,SEK,Huddinge,141 49,SE,1,2020,6,3
Klippkungen,shipped,794.0,DKK,Kastrup,2770,DK,1,2020,6,4
Klippkungen,shipped,930.0,SEK,Skellefteå,931 40,SE,1,2020,6,4
Klippkungen,shipped,1557.8,SEK,Kisa,590 39,SE,1,2020,6,5
Klippkungen,shipped,584.0,SEK,Grums,664 34,SE,1,2020,6,6
Klippkungen,shipped,584.0,SEK,Grums,664 34,SE,1,2020,6,6
Klippkungen,shipped,762.0,SEK,Charlottenberg,67331,SE,1,2020,6,6
Klippkungen,shipped,366.0,SEK,Bromma,168 32,SE,1,2020,8,17
Klippkungen,shipped,664.0,SEK,Bjärnum,282 65,SE,1,2020,6,7
Klippkungen,shipped,951.0,SEK,Gunnarskog,670 35,SE,2,2020,6,8
Klippkungen,shipped,1320.0,NOK,Trondheim,7048,NO,1,2020,6,14
Klippkungen,shipped,628.0,DKK,Nakskov,4900,DK,1,2020,6,9
Klippkungen,shipped,4739.9,SEK,Väddö,764 92,SE,1,2020,6,11
Klippkungen,shipped,4739.9,SEK,Väddö,764 92,SE,1,2020,6,11
Klippkungen,shipped,340.0,DKK,Grenaa,8500,DK,1,2020,6,10
Klippkungen,shipped,580.0,DKK,Hals,9370,DK,1,2020,6,10
Klippkungen,shipped,510.0,SEK,Älvdalen,796 91,SE,1,2020,6,11
Klippkungen,shipped,1752.0,SEK,Österbybruk,748 91,SE,1,2020,6,13
Klippkungen,shipped,287.0,SEK,Norrtälje,761 74,SE,1,2020,6,11
Klippkungen,shipped,190.0,SEK,Åkersberga,184 94,SE,1,2020,6,12
Klippkungen,shipped,1768.0,SEK,Norrsundet,817 30,SE,1,2020,6,14
Klippkungen,shipped,415.0,SEK,Sundbyberg,172 72,SE,1,2020,6,12
Klippkungen,shipped,894.0,SEK,Korskrogen,827 72,SE,1,2020,6,15
Klippkungen,shipped,566.0,SEK,Onsala,439 33,SE,1,2020,6,13
Klippkungen,shipped,566.0,SEK,Onsala,439 33,SE,1,2020,6,13
Klippkungen,shipped,804.0,SEK,Enviken,790 26,SE,1,2020,6,13
Klippkungen,shipped,636.0,SEK,Västra Frölunda,421 45,SE,1,2020,6,13
Klippkungen,shipped,400.9,SEK,Ronneby,372 32,SE,1,2020,6,13
Klippkungen,shipped,228.0,SEK,Lerum,443 31,SE,1,2020,6,21
Klippkungen,shipped,655.0,SEK,Västra Frölunda,421 35,SE,1,2020,7,2
Klippkungen,shipped,2048.98,NOK,Træna,8770,NO,1,2020,6,15
Klippkungen,shipped,726.0,SEK,Vedum,534 61,SE,1,2020,6,15
Klippkungen,shipped,525.0,DKK,Hammel,8450,DK,1,2020,6,16
Klippkungen,ready,2920.0,SEK,Vissefjärda,361 96,SE,1,2020,6,16
Klippkungen,ready,2920.0,SEK,Vissefjärda,361 96,SE,1,2020,6,16
Klippkungen,shipped,228.0,SEK,Säffle,661 32,SE,1,2020,6,17
Klippkungen,shipped,198.0,SEK,Saltsjö-Boo,132 41,SE,1,2020,6,17
Klippkungen,shipped,779.0,SEK,Gislaved,332 31,SE,1,2020,6,17
Klippkungen,shipped,514.0,SEK,Eslöv,241 30,SE,1,2020,6,18
Klippkungen,shipped,675.0,SEK,Trensum,374 96,SE,1,2020,6,18
Klippkungen,shipped,347.0,SEK,Hässleholm,281 32,SE,2,2020,6,18
